title,rating,body,len,clean_review
not even for a single star,1,"Samsung is simply cheating customers by booming the non credible features , the given features are just a paper tiger ( only for advertising ) don't misunderstand it will perform. it is just a budget phone nothing rather thanDon't think against the given features by Samsung . if you need a budget phone , can buy it else if you want a performance phone please Don'tOnly battery is good",386,samsung simply cheat customer boom non credible feature give feature paper tiger advertising misunderstand perform budget phone think give feature samsung need budget phone buy want performance phone battery good
Value for money,1,bought on  Amazon festival sale. After 10 days received phone. To my surprise phone was not charging and on trouble shooting found issue in charging cable. Didn't expect this quality from Samsung. Delay  of delivery is pinching too. I could have bought in a in person store and avoided all these hassles. raised return but didn't get call even after 15days was forced to used phone and buy my own cable. if something goes wrong only god can save.. don't trust amazon nor these vendors.. amazon stopped picking my support calls.,527,buy amazon festival sale day receive phone surprise phone charge trouble shoot find issue charge cable expect quality samsung delay delivery pinch buy person store avoid hassle raise return force phone buy cable go wrong god save trust amazon vendor amazon stop pick support call
Satisfied,4,"Galaxy M12 review after 2 weeksPros:Battery lifeOperating system (one ui core)90hz bright displayDecent camera qualityWeight distribution was good,feels lightDesign looks goodCons:1.Not sure with performance,day to day tasks are quite good,but for gaming i think it os not suitable2.Camera doesn't have fancy features but still fineFinally at low expectations i bought this product to my mom but i like it more than my phone for some time.Samsung is a brand.I had disabled most of ads,blotware and heavy apps in order to give best experience.Best for day to day use ☺️",568,galaxy review weekspro battery lifeoperating system ui bright displaydecent camera qualityweight distribution good feel lightdesign look sure performance day day task good gaming think os fancy feature finefinally low expectation buy product mom like phone disable ad blotware heavy app order well day day use
Performs much better than was expected after reading the reviews.,5,"Camera quality is good if compared to other phones in this range. Phone feels really fast, thanks to the 90Hz screen and 6gb RAM with a fast processor. I bought in under exchange offer for 10,000 ( 6gb variant ) and I am quite satisfied with my purchase. Go for it if you are tight on a budget yet want a phone with good specs. Much better than similar budget Chinese phones. But note that front camera could have been better, although it is 8mp but still gives grainy images. Phone was delivered in perfectly new condition.",524,camera quality good compare phone range phone feel fast thank screen gb ram fast processor buy exchange offer gb variant satisfied purchase tight budget want phone good spec well similar budget chinese phone note camera well give grainy image phone deliver perfectly new condition
Weak point,3,The weak point is camera both side is really not so good an average quality of camera but Okey!Second one is charging speed is tooo slow 15 W 😂 about 3 hours + take to full up!But I brought for my uncle so I think this was the best smartphone for him..Under 10k superb smartphone.(Grate indian festival sale offer),314,weak point camera good average quality camera charge speed tooo slow w hour bring uncle think good smartphone superb indian festival sale offer
Very basic phone. Not as good as other phones in the market at this price range,3,"Pros:Good display, good battery life.Cons:1. Pros are already present in other phones.2. Camera quality is very bad. Pictures are not very grainy and not sharp. Colors look dull. Photos are comparable to older nokia phone pictures.3. Touchscreen is not very responsive and also not smooth.4. One of the biggest con is that it does not support 5GHz wifi.Overall, if you are looking for budget phone i would suggest better go for redmi note series.Even though it a budget phone it still doesn't justify its price tag. There are much better phones in the market at this price range.",579,pro good display good battery pro present camera quality bad picture grainy sharp color look dull photo comparable old nokia phone touchscreen responsive big con support look budget phone suggest well redmi note budget phone justify price tag well phone market price range
Excellent smartphone in this price.,5,"Excellent smartphone, excellent picture, value buy. All features are excellent in this price range. The picture & sound quality is very good. Only problem is the charging port is not universal. Thus I have bought a charging cable only. Otherwise excellent.",256,excellent smartphone excellent picture value buy feature excellent price range picture sound quality good problem charge port universal buy charging cable excellent
Lightly stuck the phone,3,The fingerprint sensor is on mode button. it is not comfortable. Lightly stuck the back touch button. Camera quality is not in 48 pixel and front not good.It is over the look not good and fully not bad. But I am not satisfied the amount of worth,245,fingerprint sensor mode button comfortable lightly stick touch button camera quality pixel look good fully bad satisfied worth
Worst phone,1,"Please don't buy this...The data conctivity was really terrible...And I tried changing Sim card to my old phone..In old ph the data was connecting good and speed also good....And while I am in voice call, when I turn on the speaker only the other can hear my voice if I off speaker, they are unable hear my voice.Worest product!!!😢😢😢Please don't go with this!!!No screen recorder, no shortcut yo screenshot, but unwanted apps will download without our permission from galaxy store.Back camera is also not up to the mark!!!Very very bad experience!!!",549,buy data conctivity terrible tried change sim card old phone old ph data connect good speed good voice turn speaker hear voice speaker unable hear screen recorder shortcut yo screenshot unwanted app download permission galaxy camera bad experience
Good to go,4,"Good to go piece.Few cons which I have noticed:• Specs may say camera megapixels are higher, but not in par with MI phones.• Cannot run dual apps for applications other than messenger.• Sudden issue arised in first week of use where speakers started screaming harshly with noise (trrrrrrrr) whenever some sound played(notifications, music). Luckily resolved after a reboot. (saw some other users having similar issues over support forum)",437,good con spec camera megapixel high par mi run dual app application sudden issue arise week use speaker start scream harshly noise trrrrrrrr sound music luckily resolve reboot see user have similar issue support forum
WORST CAMERA CLARITY AND WORST MOBILE PERFORMANCE.,1,"Samsung M12.  Camera clarity is absolutely worst and bad normal Camera phone is better than  ,And  mobile is  getting over heated  badly  in all times when Iĺ operate, over all Samsung M12 performance is not good.i purchased this mobile for camera purpose. I just blindly trusted Amazon before buying Samsung M12, now in not happy with this.One of ""Best Worst mobile"" in Samsung series.Amazon thought me very  good lesson, purchasing mobile from them, never ever I won't purchase anything in Amazon , By these Amazon heir trusted  and confidence.  🙏🙏🙏 Thanq.",558,samsung camera clarity absolutely bad bad normal camera phone well mobile get heated badly time iĺ operate samsung performance purchase mobile camera purpose blindly trust amazon buy samsung happy well bad mobile samsung think good lesson purchase mobile will purchase amazon amazon heir trust confidence thanq
Awesome phone,5,I have been using this phone for last 2 months.The battery backup of this phone is too good. It lasts for 2 or 3 days with low usage. Camera is good.The fingerprint sensor responds quickly.In this price range it is worthy.,222,phone battery backup phone good last day low usage camera fingerprint sensor respond price range worthy
Plz don't  buy this phone,1,Horrible..bought  this phone on launch date.camera quality is worst..and the performance is below average. Don't waste your money by buying  this.Since I brought  it under replacement policy not able to return  it now. Worst phone from samsung,243,horrible buy phone launch quality bad performance average waste money buy bring replacement policy able return bad phone samsung
Hi friends read this before oŕder,1,Hi friends don't purchase this phone with any expectation.Problem.1. Phone over heating during while charging2. Camera not equal to 48 MP3. Finger print reader not upto mark.It's on ordinary phone under 10k.Really disappoint with this product. Samsung failed to maintain their standard.,286,hi friend purchase phone phone heating camera equal finger print reader upto ordinary phone disappoint product samsung fail maintain standard
Truly Worth to Buy This Reloaded Monster - Samsung M12,4,Samsung is truly a Monster with 6000 mAh battery with 8 nm processor. 128 GB Internal memory is really good to have along with 6 gb RAM where the games r loading very smoothly. True 48 Mp quad camera is truly wise to capture the photos. The phone is very slim and 90 hz refresh rate is really awesome. 16.55 cm infinity V display is cool. In total this mobile is one of the best to have at this range of prices. Moreover the backside of the phone is having a matte finish which is very good and not slippery.,508,samsung truly monster mah battery nm processor gb internal memory good gb ram game r load smoothly true mp quad camera truly wise capture photo phone slim hz refresh rate awesome cm infinity v display cool total mobile good range price backside phone have matte finish good slippery
Software bloating is big concern,2,"Unnecessary samsung apps, which you can't uninstall. If you are not tech savvy, you are gonna face lot of problems. All the unnecessary apps will be automatically downloaded. There are pre installed apps, you neither can uninstall nor block notifications.Camera is worst in this price range. No fast charging opting available. Battery life is good. Finger print reader is ok.",375,unnecessary samsung app uninstall tech savvy go to face lot problem unnecessary app automatically download pre instal app uninstall block bad price range fast charging opt available battery life good finger print reader ok
Bulky and too much thick not looking like modern phone,1,Mobile is too bulky.. and thickness is too much 9.7 mm. Not looking like modern phone. Samsung pls work on weight and thickness. Customer won't require big battery give 5000mah is enough. Give some modern look with max 8.5 mAh thickness.. talk about procesdor its entry level processor of 6-7 k phones. But u give in 11k phone.. atleast use G35.,345,mobile bulky thickness mm look like modern phone samsung pls work weight thickness customer will require big battery modern look max mah thickness talk procesdor entry level processor k phone u phone atleast use
Perfect for daily use,5,If you're not a heavy gamer or user you can definitely go for this this is a budget phone and excellent for running moderate and lit apps for our daily use ... and there will be no lag and have a very good battery life ... camera is average and UI is good,255,heavy gamer user definitely budget phone excellent run moderate light app daily use lag good battery life camera average ui good
Don't but this Mobile,1,Please everyone attention don't but this Mobile because this Mobile is not good battery backup same as 5000 mah battery  and I used 6000 mah battery other Mobile tecno spark 7t that Mobile's Mobile battery is more batter than m12And camera quality is very  bad experience in this mobile only name is 48 mega pixels  but quality is 16 mega pixels  aur front camera is very poorPlease everyone don't buy this mobile I you want to buy please but tecno spark 7t same features in this Mobile,486,attention mobile mobile good battery backup mah battery mah battery mobile tecno spark t mobile mobile battery batter camera quality bad experience mobile mega pixel quality mega pixel aur camera poorplease buy mobile want buy tecno spark t feature mobile
Overall Satisfaction with M12 phone,4,"I wanted to have a phone 6 GB RAM and 128 GB ROM and 7000 mAH battery with large display and good picture quality in budget. This phone has satisfied me a lot, however this phone has 6000 mAH battery. I am much satisfied now. After one year or more than one year, It should not be slow and hang. I will rate this phone 8 number out of 10.However it's a better deal.",365,want phone gb ram gb rom mah battery large display good picture quality budget phone satisfy lot phone mah battery satisfied year year slow hang rate phone number well deal
Not worth of money,1,"13 to 14 k you will get better than this Samsung m12. The day I started use, phone started hanging,I should honestly give the reviewGo for other phone it doesn't give 6000mah woser than my old Lenovo phone 3500mah.Camera is average they give lots number of MP but not suited at all , only good thing is finger print senso even that too I doubt about it how long days I can have without problem.Finally I m not satisfied with M12, 6GB Ram phone is not working as the attractive description given below the list. Hopeless product",527,k well samsung day start use phone start hang honestly reviewgo phone woser old lenovo phone average lot number mp suit good thing finger print senso doubt long day m satisfied gb ram phone work attractive description give list hopeless product
Not  a phone that I would recommend,3,Quite disappointed with the phone. Recently bought. Already the battery charging is very slow. The camera is mediocre. It lacks night mode and the picture quality is average. Colours are not rue to colour. Will not recommend this phone.,236,disappointed phone recently buy battery charging slow camera mediocre lack night mode picture quality average colour rue colour recommend phone
Please try to develop the battery and rear camera quality for customer's betterment.,4,"As a regular smartphone user i will rate this item 4 out of 5 because in such price it should be much better like in 48 mp camera the picture quality is not as good as my expectation. Fingerprint and face unloch is quite good and the selfie camera really excellent. As 6000mAh battery the battery should last upto 1day and a half but in standard use the battery quality decreases upto 29% in the evening (I charged the phone around 6.40 am on that day). This problem that I faced I had share with you all guys, before buying this phone please think a lot and tge decisions is completely upon you. Thank You, Arnab Bindu Chakraborty",631,regular smartphone user rate item price well like mp camera picture quality good expectation fingerprint face unloch good selfie camera excellent battery battery upto half standard use battery quality decrease upto evening charge phone day problem face share guy buy phone think lot tge decision completely thank arnab bindu chakraborty
Just another smartphone under 10k. Nothing special.,3,Amazing battery life. Discharge is only 1% for overnight.Display can be much better. Expected a better display from samsung. Vivo and oppo have a better display interms of brightness and pixel density.Finger print on power button is good and quick.Plastic back is kind of disappointing.Overall performance is ok but not what the ADS on amazon show you.,352,amazing battery life discharge well expect well display samsung vivo oppo well display interm brightness pixel print power button good kind performance ok ad amazon
Excellent Samsung M12,5,"Don't see the negative reviews.  After using 10days I am writing this reviews .Back camera excellentFront camera okBattery excellentCharging Full for 2.30 hours approxLittle more weight, but not so heavyDisplay excellentNo heating,  no hangingVolume and speakers excellentAround 10k budget excellent.Samsung is best brand and provenThanks to Amazon",348,negative review write review camera excellentfront camera okbattery excellentcharge hour approxlittle weight heavydisplay excellentno heating hangingvolume speaker excellentaround budget good brand proventhank amazon
6gb and 128gb using for 2 weeks,5,"Actually I am a fan of samsung.I brought this variant with 11k @ diwali offer.I thought to buy other mobile instead of Samsung in this price where I can get additional features, but surprisingly samshng m12 made me feel good after buying this phone.Main thing is performance no lag even I am playing asphalt 9, Ram management is super and samsung UI  is great experience  as you can see in high end mobiles.Charging is fast and long last.Disappointed thing is only 📷.Totally I am 😊 with this 📱 in this price Range.Recommended and for it, As of now 6gb varaint is about 14k wait for drop 11k and proceed.",603,actually fan bring variant diwali think buy mobile instead samsung price additional feature surprisingly samshng feel good buy thing performance lag play asphalt ram management super samsung ui great experience high end fast long thing price gb varaint wait drop proceed
Delivers at its price - Highly Recommended.,5,"Bought this for my parents and they love it. As I am using A52 myself, I feel M12 delivers at its price range and then some. The fingerprint sensor is fast and accurate. Having 90 Hz Adaptive display is wonderful.Camera is decent as well, with options for Macro (attached) and Wide Angle being good as well. Haven't experienced any lags on medium workloads.Android 11 with updated UI, Smart View, Dolby Atmos, Good Battery Life are some highlights.Very satisfied with the purchase.",481,buy parent love feel deliver price range fingerprint sensor fast accurate have hz adaptive display decent option macro attach wide angle good experience lag medium update ui smart view dolby atmo good battery life satisfied purchase
Great product for a person who doesn't do gaming!!!,5,"The battery life is way better than any of the smartphone in the same range and the person is also good as it has 6 gb ram but camera quality can be little bit better and they could have improved the processor. Good thing is that all apps are optimised which is good for the battery life .It's a great product if you are a kind of person who wants a smartphone which has a longer battery life ,a good speed and 90hz refresh rate and who doesn't do gaming in the smartphone.",473,battery life way well smartphone range person good gb ram camera quality little bit well improve processor good thing app optimise good battery life great product kind person want smartphone long battery life good speed refresh rate game smartphone
most pathetic purchase ecer,1,i feel like cheated by amazon and samsung its not even a month and my phone stopped working with no reason this was not expected and visited to samsung centre as well but they were saying that only non warranty sets are getting fixed during this lockdown period then i asked them to fixed my set out of warranty (i was ready to pay as well) then they said that your mobile display is need to be change and there is no display available in India for my phone and from that day i am not having any smartphone as i am saving money and trying to bear this pain n loss.amazon hats off to u cheaters.,594,feel like cheat amazon samsung month phone stop work reason expect visit samsung centre say non warranty set getting fix lockdown period ask fix set warranty ready pay say mobile display need change display available india phone day have smartphone save money try bear pain n hat u cheater
Good value for money,4,"Got this as a replecement for my samsung M11. The M12 is way better than M11. Better photo quality, better performance and faster performance. I got the blue phone which looks decent as well. I feel it's worth the 13500 I paid for it.",234,get replecement samsung way well well photo quality well performance fast performance get blue phone look decent feel worth pay
M12 review.,4,"The phone received in a day. Thanks Amazon for quick delivery. The phone's display, camera, battery life is good. But one issue I found it. Recently I realize it that once I receive incoming call am not able hear it for couple of minutes / sometimes no voice heard from other side and finally I need to close the call ....initially I thought this issue should be from sender phone but now I realize it is in my phone...it appears that either there is problem in my phone or in model. Samsung and Amazon to look into this issue & replace it with good phone on immediate  basis.",576,phone receive day thank amazon quick delivery phone display camera battery life good issue find recently realize receive incoming able hear couple minute voice hear finally need close initially think issue sender phone realize phone appear problem phone model samsung amazon look issue replace good phone immediate basis
Best in this price segment,4,- battery life is super- camera quality is ok in such price segment- bought this phone at 8599  with 1039 rs credit card discount- build quality  is best,153,battery life camera quality ok price buy phone rs credit card build quality good
Not value for money,4,"Not amoled display but at this price you don't deserve amoled, it is an hd display but u deserve new android 11 but it is based on android 10 and needed the "" one ui "" updated version. My old phone m30 is 2 year old but it has awesome features in "" one ui "" but this has not,  hope software update gave all this features.  But battery life is awesome and camera is average. 🙂🙂",376,amole display price deserve amole hd display u deserve new android base android need ui update version old phone year old awesome feature ui hope software update give feature battery life awesome camera average
15k features in 10k amazing...,5,Phone is fabulous and it is worth for those who r looking the budget phone .All features are loaded un customise manner in this phone. One should nit go for 15k range phone of all features are available in 10k..Think wisely...,226,phone fabulous worth r look budget phone feature load un customise manner phone nit range phone feature available think wisely
Overlall Good Phone in This budget  range against Chinese phones 👍,4,"The Phone is Nice, Mai 3 din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai Maine heavy games  bhi khele isme high graphics  me wo bhi thik chale, overl all mai agar dekhun to iss range me ye phone samsung ka hote huve bhi Chinesebrand ko iss budget me takkar deta hai aur  android  11 ka experience  bhi dekhne ko mil rha hai jo ki badhiya lga mujhe.》》But ek cheez mujhe jada disappoint kiya aur wo hai eska 48mp ka camera isme eski quality  aur behtar kr skte the jo ki true 48mp ki tarah pic ki quality  nhi deta Samsung  brand hote huve bhi aisa thik nhi hai.",582,phone nice mai din se use kr rha hun ye phone aur ye phone thik thak kaam kr rha hai maine heavy game bhi khele isme high graphic will bhi thik chale overl mai agar dekhun iss range ye phone samsung ka hote huve bhi chinesebrand ko iss budget takkar deta hai aur android ka experience bhi dekhne ko mil rha hai jo ki badhiya lga ek cheez mujhe jada disappoint kiya aur wo hai eska ka camera isme eski quality aur behtar kr skte jo ki true ki tarah pic ki quality nhi deta samsung brand hote huve bhi aisa thik nhi hai
Mobile not good,1,Mobile lene k 15 din baad hi.. Uske loudspeaker m problem hone lgi... Aur 5-6 din baad hanging problem hone lgi....,115,mobile lene k din baad hi uske loudspeaker m problem hone lgi aur din baad hang problem hone lgi
Good build and Design,5,Pros:1. Entry level budget smart phone2. Battery levels are amazing3. 90Hz refresh is plusCons:1. Finger print sensor does not picks up elderly person's finger2. Face lock is also not up to the mark3. Brightness levels of the display are not up to the mark when compared to other 12k to 15k M series budget phones,313,entry level budget smart battery level refresh finger print sensor pick elderly person face lock brightness level display mark compare m series budget phone
Nice one,5,"The phone is good. Of course it justifies its price range. But this phone has a low audio output,so putting a speaker during call,or while playing other media files, the sound is not very high even when kept at full volume. Other than that, the phone is great.",260,phone good course justify price range phone low audio output put speaker play medium file sound high keep volume phone great
Good for consuming data not for creators.,1,"After 1 month use, some serious sensors are missing which will make google maps almost useless on the phone. Camera quality is good only for day time that too depends on mood of the camera. Sluggish phone you can see phone saving photo even after quiting the camera app. Serious processor problems. I bought 6/128 variant and felt sorry for whoever bought 4 gig version. Good for minimal users and for saving tonns of photos via apps but not from the phone's camera. BGIM was surprisingly good on the phone thanks to its large screen. Also good for online classes and OTT viewers.",580,month use sensor miss google map useless phone camera quality good day time depend mood camera sluggish phone phone saving photo quit camera app processor problem buy variant feel sorry buy gig version good minimal user save tonn photo app phone camera bgim surprisingly good phone thank large screen good online class ott viewer
Worth buying you will not regret.. 👍👍,5,"Literally value for money in this prize by Samsung.I could blindly recommend you this phone if you are samsung lover..Everything is just latest...Pros:-Type c port6000mah massive batteryAndroid 11One UI OS 3.1  no blaotwares at allFingerprint sensor is blazing fast works 10 out of 10 times..Amazingle processor is on 8nm technology..Cons:-HD + displayFace unlock not reliableCharger is 15 watt which could be of 20 wattsOverall a all rounder phone in 11,000  by reliable brand samsung.",486,literally value money prize blindly recommend phone samsung lover late c massive batteryandroid ui os blaotware allfingerprint sensor blaze fast work time amazingle processor nm technology displayface unlock reliablecharger watt wattsoverall rounder phone reliable brand samsung
Worst product,1,Worst phone hangs a lot from the day of purchase various problems. Keyboard gets cut in half during some apps hang while calling ... Not able to pick up calls smoothly.,168,bad phone hang lot day purchase problem keyboard get cut half app hang call able pick call smoothly
"Samsung M31 worst display, never buy this phone",1,"In almost one year, 3 times display screen has color leak issue (without any handset fall/physical damage) which company never covers under warranty. 3 times paid from my pocket Rs.4800 each time to rectify the issue. Highly disappointed with company poor development policy. Planned to never buy samsung products in future.",324,year time display screen color leak issue handset fall physical damage company cover warranty time pay pocket time rectify issue highly disappointed company poor development policy plan buy samsung product future
Budget mobile !,4,"Model : Samsung m12 6gb RAM 128 ROM (Black)Bought @ 10,350rsBattery life - 8/10Fingerprint, face recognition- 9/10Camera Quality-8/10Sound Quality- 6/10 (sound quality not expected)Ram and Processor - 8/10Cons:• Sound quality not up to the mark !• Somehow heavy• Camera quality is not so good• Data cable length is too short !• Fast Charging option didn’t  works well ! ( takes  more time to charge )",400,model samsung gb ram rom life face sound quality processor sound quality mark camera quality datum cable length short fast charging option work take time charge
Best for Gifting,4,Lovely 4 camera design though no 5ghz wifi and 90hz don’t know what’s the difference between normal or this. But overall at this price point loaded. Better than Chinese. Yes of course Unnecessary apps could be reduced that come preinstalled.,241,lovely camera design wifi know difference normal overall price point load well chinese yes course unnecessary app reduce come preinstalle
Awesome monster,5,"Review after 20 days use,Phones battery life is awesomeCan last all day, I charge once in couple of days,Wi fi calling working perfectly fineFingerprint and face unlock is fast enough,Overall it's Good phone in this price range",227,review day use phone battery life awesomecan day charge couple day wi fi call work perfectly finefingerprint face unlock fast overall good phone price range
Go for it for medium-heavy range usage.,5,"Using this for more than a month now for not so heavy usage.Battery Life is VERY impressiveCharger is although 18W, still provides more than expected speed of charging.Side mounted fingerprint is pretty quick.Speakers provide just above average sound.Camera is good although not as good as proclaimed 48MP, wide angle and portrait mode available.All and all, this phone has not disppointed me.But would suggest to research other options like Redmi note 10 and compare them yourselves.",484,month heavy life impressivecharger provide expect speed mount fingerprint pretty provide average good good proclaim wide angle portrait mode phone disppointe suggest research option like redmi note compare
This is the second time I have faced an issue with the Amazon on buying a electronic product.,1,"The media could not be loaded.
                




   The phone is hanging and goes off on its own. Not even a week the phone was used and started giving problem, video attached for your reference....Due to lock down I was not able to return the phone as the site was not functional and gave me an error currently we cannot pickup or drop any product at your mailing address due to covid-19 restrictions....",408,medium load phone hang go week phone start give problem video attach reference lock able return phone site functional give error currently pickup drop product mailing address restriction
STPL SUPPLIER SEND WRONG ITEM,1,8 ന്റെ പണിAmazon നെ ഉം പൊക്കിപിടിച്ച് നടന്ന എനിക്കും കിട്ടി നല്ല സ്വയമ്പൻ സാധനം BBD ൻ order ചെയ്തത് Samsung M12 6/128GB ഇന്ന് കിട്ടിയത് 4/64 GB varientഅപ്പോൾ കൂടെ Backcover ഉം screen gurd ഉം orderചെയ്തിരുന്നു😭Replacement ന്കൊടുത്തപ്പോ 6/128 സാധനം ഇല്ല😓(vidum order cheyan aanel kanikund Athena agane😒) കൂടെ വാങ്ങിച്ച Backcoverഉം Sreengurd Return അടിച്ചു അപ്പളാ പണി screenguard ന് Return ന്ഇല്ലത്രേ 😡എനിക്കെന്തിനാ Screen gurd അച്ചാർ ഇട്ടാനോ 😏വെറുതേ BBD പറഞ്ഞ് orderകൊടുതട്ട് എന്തായലും ആ 150 Rs പോയികിട്ടി😢😶,505,bbd ൻ order samsung gb gb backcover screen gurd replacement order cheyan aanel kanikund athena agane sreengurd return screenguard return screen gurd bbd ആ rs
It's ok ok at this price range,4,Am using M21 from past one year then I ordered this can say M21 is better then M12 design and display but it's also good not bad,128,past year order well design display good bad
Mobile hotspot drops for every 20 minutes,3,I am writting this review after using this mobile for almost 2 months.When connected my laptop via mobile Hotspot through this phone it drops off for every 20 minutes. I have to restart the mobile then need to connect again. It is very annoying.I didn't have this problem with my previous mobile and also I don't have any coonectivity issues with my wife's mobile if I use mobile Hotspot on it. Mywife's mobile is lesser in configuration when compared to this mobile. We both have same mobile connection which is Vodafone.I don't know what to to do.,549,writte review mobile connect laptop mobile hotspot phone drop minute restart mobile need connect problem previous mobile coonectivity issue wife mobile use mobile hotspot mywife mobile less configuration compare mobile mobile connection know
The brand caring for all ysers,4,"This is my solid rankingafter using Galaxy M12 for a fortnight.Ovweall performance is quite good and comfortable.It would be better if atleast 25 w charger is provided with a big battery.Some critics on you tube had informed "" 4 to 5 problems"" in all(?) M series phones but I have found none of them in this product although it is of very reasonable price.I am 85 today and yet enjoy my ph. Without any difficulty.SAMSUNG has never any excuse|!",444,solid rankingafter galaxy performance good well atleast w charger provide big critic tube inform problem m series phone find product reasonable today enjoy ph
Not a good phone as expected,2,"I bought this phone before 2 months, Camera is very poor 48 MP it is poorer than 13 MP.I wanted to login my company email, before that device needs to be enrolled with Microsoft Intune company portal. The company portal will only allow when Device encryption feature will be available in phone, but it does not have.This is very important hardware features that secure your phone,s data. So this phone is use less for me to configure outlook.So Guys..Be aware if you are buying any phone and which phone's price is falling day by day...",536,buy phone month camera poor mp poor want login company email device need enrol microsoft intune company portal company portal allow device encryption feature available phone important hardware feature secure phone s data phone use configure guy aware buy phone phone price fall day day
think that in note 1 i much better option than this in. display and camera as well,2,"The media could not be loaded.
                




   Not quite good decent product but price is too high don't go for itMicromax in note 1 is a much better choice than this in every terms like camera display performance and design so i think u should not buy this phone because there are a lots of more option in this price range from micromax ,redmi ,poco, realme, i bought IT for 9000 in sale.",397,medium load good decent product price high itmicromax note well choice term like camera display performance design think u buy phone lot option price range micromax redmi poco realme buy sale
Not a great buy at this pricepoint,1,"Phone does not support 5 GHz band for wifi due to this slow internet compared to my old phonePhone is not at all slim, thick phoneIt has a 6000Mah battery but still it drains very fast compared my old oppo F11.Camera performance is just okay.Finger scanner is placed on the side of the body, not comfortable to usePhone is without screen guard and back cover. brand could have provided in the box it would have not added much cost to them.",439,phone support ghz band wifi slow internet compare old phonephone slim thick phoneit battery drain fast compare old oppo performance scanner place body comfortable usephone screen guard cover brand provide box add cost
If you're not a selfie person I would recommend this.,4,In this price range for the moment one of the best deals. 6000mAh battery really does the job. Fingerprint reader is sensitive but if you using mobile with cover it becomes difficult due to its position. Camera not great not terrible. Touch sensitivity is not that great sometimes it slides when I want to open an app but not that major problem. If you want something with high battery and RAM and storage this is the mobile.,425,price range moment good deal battery job fingerprint reader sensitive mobile cover difficult position camera great terrible touch sensitivity great slide want open app major problem want high battery ram storage mobile
Excellent,5,"Finger print reader & camera quality excellent. It senses quickly & good resolution as far as camera is concerned. Battery life depends on usage.Moreover, From my experience  Samsung's after sale service is excellent",216,finger print reader camera quality excellent sense quickly good resolution far camera concern battery life depend experience samsung sale service excellent
Phone is too slow,1,"This phone is no different from other Samsung phones with respect to the usage speed. While the battery is fantastic, camera is ok. There too much lag while using phone. The worst thing is I noticed all these after my return period is over.",240,phone different samsung phone respect usage speed battery fantastic camera ok lag phone bad thing notice return period
Camera quality is very poor and disgusting..,2,"I am using this phone since 5 months and overall performance is good but camera is not like 48 mega pixels..  when you take a picture, the picture is cracked.. not clear visible..Battery life is very good.. 2 day backups in normal use.. and day in gaming use..",260,phone month overall performance good camera like mega pixel picture picture crack clear visible battery life good day backup normal use day gaming use
Heavy,5,Using it for about 4 months now. Heavy phone although has plastic body works fine storage is great charges fast Not yet facing any difficulty.,142,month heavy phone plastic body work fine storage great charge fast face difficulty
Nice phn at this price...!!,4,"Overall the mobile is great at this price, although screen is not as bright & speaker is just above average, not as loud as required. battery is very good and goes on for  more than one and half day easily..., camera is good and you can click some very good and bright photos. Overall good option in this price range ( best feature is it has 6gb ram, 128 gb internal memory at this price.)",389,overall mobile great price screen bright speaker average loud require battery good go half day easily camera good click good bright photo overall good option price range good feature gb ram gb internal memory price
Okay.. not great.,2,"The touch is bad. The mobile is heavy. Battery is good. Also, fast charge. Camera is good outdoors. But, low light and indoor quality is not great. Overall, not bad. Okay for regular use. Not for photography or playing games",224,touch bad mobile heavy battery good fast charge camera good outdoors low light indoor quality great overall bad okay regular use photography playing game
अमेज़न आपके द्वारा खरीदा samsung m12 6GB ram 128 GB rom 6000mH battery  मुझे पसंद नही आया,1,अमेज़न मेने आपके ऐप्प सेsamsung M126GB Ram 128 GB Rom6000 MH बैटरीका फ़ोन खरीदा आपसे कोई शिकायत नहीहैपरSamsungसे शिकायत है में पिछले 2 साल सेJ6 इस्तेमाल कर रहा हैबहुत अच्छा और मजेदार फ़ोन हैबस बेटरी कम है बाकी उसके फंक्शन एक दम अच्छे और usefull हैM12 से में ना खुश हूं,265,gb ram gb mh कर और कम एक दम और usefull
"Bad experience , avoid buying this",1,"When I received the mobile, neither the speaker nor the mic was working so I did a restart then it started working.This happened frequently so I had to restart frequently. I decided to replace the item as it was faulty but the new product I received has the same issue. Unfortunately this is not returnable so my money is wasted.Very bad experience, please avoid buying this.",375,receive mobile speaker mic work restart start happen frequently restart frequently decide replace item faulty new product receive issue unfortunately returnable money bad experience avoid buy
"If you are taking money, you need to be honest on your product promises.",1,"Handset is likeable, no doubts. But the quality of display, camera and processor are not full in criteria as mentioned. I have sent a picture captured by 48 mp resolution, you will see that is not clear and  proof that the quality of camera is not good. Display resolution shows to see the diaplay you need to tilt the phone. Sometimes phone went hanged also so that the processor is not good. I have exchanged my old phone which was in well running condition now I am missing that was best against this one. That was solid in his promises. Thankyou",549,handset likeable doubt quality display camera processor criterion mention send picture capture mp resolution clear proof quality camera good display resolution show diaplay need tilt phone phone went hang processor good exchange old phone running condition miss good solid promise thankyou
